Module,Score,Price ($),Price Efficiency (Score/$),URL
Gold Key Technology Co Ltd GKE800UD102408-2666 8GB,16355,,,
A-DATA Technology AO1E34RCSV1-BF1S 16GB,16355,,,
Crucial Technology CT8G4DFS8266.C8FD1 8GB,16354,,,
Corsair CMSX8GX4M1A2666C18 8GB,16354,,,
Samsung M471A1G44BB0-CWE 8GB,16351,,,
Apacer Technology 76.C102G.D170B 8GB,16351,,,
Crucial Technology BLS16G4D240FSE.16FBD 16GB,16350,,,
G Skill Intl F4-2666C15-8GRR 8GB,16349,,,
V-Color Technology Inc. TD48G26S819-VC 8GB,16348,,,
Corsair CM4X8GF2400C16S4 8GB,16345,,,
Kingston 9905624-046.A00G 8GB,16344,,,
Gold Key Technology Co Ltd NMUD480E82-2666E 8GB,16344,,,
Crucial Technology CT32G4SFD832A.M16FF 32GB,16339,,,
Kingston RB32D4S2S1ME-8 8GB,16338,,,
Crucial Technology CT8G4DFD824A.C16FF 8GB,16334,,,
A-DATA Technology AO1P32NC8W1-BDZS 8GB,16331,,,
Crucial Technology BL16G32C16U4R.M8FB1 16GB,16330,,,
Crucial Technology CT8G4SFS8266.C8FD1 8GB,16330,,,
Asgard VMA42UG-MEC1U2AW1 8GB,16329,,,
Kingston 99U5723-002.A00G 8GB,16328,,,
Silicon Power Computer & Communications SP008GBLFU266B02 8GB,16326,,,
Wilk Elektronik S.A. GY2400D464L15S/4G 4GB,16326,,,
Corsair CMSX16GX4M2A3000C18 8GB,16322,,,
G Skill Intl F4-2400C17-8GIS 8GB,16322,,,
SK Hynix HMA82GU6JJR8N-VK 16GB,16322,,,
Crucial Technology CT16G4DFD8266.C16FN 16GB,16320,,,
Corsair CMK16GX4M2A2400C14 8GB,16320,,,
Nanya Technology NT8GA64D88CX3S-JR 8GB,16318,,,
Wilk Elektronik S.A. GR2666S464L19/32G 32GB,16318,,,
Kingmax Semiconductor GLAG42F-18---------- 8GB,16317,,,
Apacer Technology 78.C1GMM.AUF0B 8GB,16315,,,
Micron Technology 18ADF2G72AZ-2G3B1 16GB,16314,,,
Corsair CMW64GX4M8X4000C19 8GB,16312,,,
Kingston 9965745-002.A00G 16GB,16312,,,
Micron Technology 16ATF2G64AZ-2G3B1 16GB,16312,,,
Wilk Elektronik S.A. IRX2666D464L16S/8G 8GB,16311,,,
Kingston 9905744-005.A00G 16GB,16310,,,
Patriot Memory (PDP Systems) PSD44G266682 4GB,16308,,,
G Skill Intl F4-2133C15-16GIS 16GB,16307,,,
Corsair CM4X4GF2133C15S2 4GB,16307,,,
Kingston HP37D4U1S8HD-8X 8GB,16306,,,
SK Hynix HMA851U6CJR6N-VK 4GB,16306,,,
Crucial Technology BLS8G4D26BFSE.16FB 8GB,16304,,,
Kingston 9905702-137.A00G 8GB,16304,,,
Samsung M378A2K43BB1-CRC 16GB,16304,,,
Avexir Technologies Corporation DDR4-3000 CL17 8GB 8GB,16302,,,
Panram International Corporation W4N2666PS-16G 16GB,16301,,,
Samsung M378A2K43BB1-CPB 16GB,16301,,,
Kingston KMKYF9-HYA 8GB,16300,,,
G Skill Intl F4-3600C19-8GRKB 8GB,16300,,,
Micron Technology 4ATF51264AZ-3G2E1 4GB,16300,,,
Kingston 9905713-017.A00G 4GB,16299,,,
Kingston 9905700-017.A00G 8GB,16298,,,
Micron Technology 16ATF2G64HZ-2G3B2 16GB,16298,,,
Corsair CMK16GX4M1Z3200C16 16GB,16297,,,
Kingston KKRVFX-MIB 8GB,16296,,,
Avant Technology W6451U66J9266ND 4GB,16296,,,
Mushkin MRA4S320NNNF32G 32GB,16296,,,
Corsair CM4X8GE2666C16K4 8GB,16295,,,
Silicon Power Computer & Communications SP008GBLFU213B02 8GB,16293,,,
Kingston ACR26D4U9D8MH-16 16GB,16292,,,
Patriot Memory (PDP Systems) 2400 C15 Series 4GB,16290,,,
Ramaxel Technology RMUA5120MB86H9F2400 4GB,16288,,,
SanMax Technologies Inc. SMD4-U8G48MA-24R 8GB,16288,,,
A-DATA Technology AO1P32NCSV1-BDBS 16GB,16284,,,
Crucial Technology BLS8G4D240FSB.16FARG 8GB,16284,,,
Kingston 9905678-042.A00G 8GB,16280,,,
Kingston 9905701-003.A00G 16GB,16279,,,
Colorful Technology Ltd CD16G3200D4NZ22 16GB,16277,,,
G Skill Intl F4-3000C16-8GVSB 8GB,16275,,,
Avant Technology W641GU48J5213ND 8GB,16274,,,
Apacer Technology 78.CAGMT.40C0B 8GB,16272,,,
Samsung 8G2666CL19 8GB,16271,,,
Crucial Technology CT4G4DFS6266.C4FJ 4GB,16270,,,
Crucial Technology BL16G26C16S4B.16FD 16GB,16268,,,
Crucial Technology CT16G4DFRA266.C16FR 16GB,16267,,,
Kingston 9905743-044.A00G 16GB,16264,,,
A-DATA Technology AO1P32NC8W1-BD2SHC 8GB,16263,,,
Crucial Technology BLS4G4D240FSB.8FAR 4GB,16263,,,
Micron Technology 8ATF1G64AZ-2G3B1 8GB,16262,,,
Patriot Memory (PDP Systems) PSD44G213382 4GB,16257,,,
Wilk Elektronik S.A. GX2630D464S/8GSBS3 8GB,16257,,,
G Skill Intl F4-3000C16-8GTZN 8GB,16257,,,
Shenzhen Longsys Electronics Co Ltd FD4AS3200C8GYE 8GB,16255,,,
Kingston KF2666C15S4/16G 16GB,16254,,,
Mushkin MR[ABC]4U280HHHH16G 16GB,16254,,,
AMD R748G2133U2S 8GB,16254,,,
Crucial Technology BLS8G4D26BFSCK.8FBD 8GB,16253,,,
Corsair CMSX64GX4M2A2400C16 32GB,16243,,,
Kingston 9905712-044.A00G 16GB,16243,,,
Ramaxel Technology RMUA5190MJ86H9F-3200 4GB,16241,,,
Teikon TMA851S6CJR6N-VKSC 4GB,16240,,,
Kingston 9905743-212.A00G 16GB,16240,,,
Crucial Technology CT8G4SFD824A.C16FE 8GB,16239,,,
Crucial Technology CT8G4SFS824A.M8FB 8GB,16239,,,
Avant Technology W641GU42J5213NC 8GB,16238,,,
Kingston 9905624-014.A00G 4GB,16232,,,
G Skill Intl F4-2133C15-8GFX 8GB,16231,,,
Corsair CMK32GX4M1D3000C16 32GB,16230,,,
Kingston HP26D4U9S8MD-8 8GB,16226,,,
Vasekey VSKD41APC32MHZ8G 8GB,16226,,,
Smart Modular SF4642G8CK8IEHLSBG 16GB,16225,,,
Crucial Technology CT8G4DFS824A.C8FR 8GB,16224,,,
Wilk Elektronik S.A. IRH2666D464L19/16G 16GB,16224,,,
Essencore Limited IM4AGS88N24-FFFHA0 16GB,16223,,,
Patriot Memory (PDP Systems) PSD48G240081 8GB,16222,,,
Corsair CMD32GX4M4C3000C15 8GB,16222,,,
SK Hynix HMA851S6DJR6N-XN 4GB,16219,,,
Micron Technology 4ATF51264AZ-2G6E1 4GB,16218,,,
SK Hynix HMA81GU6MFR8N-UH 8GB,16217,,,
Corsair CMK32GX4M4C3000C15 8GB,16217,,,
Ramaxel Technology RMUA5180MH78HBF-2666 16GB,16216,,,
Silicon Power Computer & Communications SP016GBSFU266F02 16GB,16213,,,
Crucial Technology CT8G4SFRA32A.M4FE 8GB,16212,,,
G Skill Intl F4-2800C15-8GTXG 8GB,16211,,,
Avant Technology J642GU42J9266NF 16GB,16210,,,
Kingston KHX2133C14/16G 16GB,16209,,,
G Skill Intl F4-2133C15-4GVK 4GB,16209,,,
G Skill Intl F4-2666C19-16GVR 16GB,16207,,,
Kingston 9905744-073.A00G 16GB,16207,,,
Kingston KHX2666C15S4/8G 8GB,16204,,,
Essencore Limited IM48GU88N26-GIIHA0 8GB,16203,,,
Hoodisk Electronics Co Ltd GKE800SO51216-2400 8GB,16202,,,
Kingston 9965754-012.C00G 32GB,16199,,,
Kingston 9905599-029.A00G 4GB,16199,,,
Corsair CMK16GX4M2A2666C18 8GB,16198,,,
Crucial Technology BLS8G4D240FSBK.8FBD 8GB,16198,,,
SK Hynix HMA851S6CJR6N-XN 4GB,16191,,,
Crucial Technology BLS8G4S26BFSDK.8FBD 8GB,16190,,,
Kingston 99U5702-088.A00G 8GB,16189,,,
Crucial Technology BLS8G4D240FSB.16FBR2 8GB,16189,,,
Kingston KY7N41-MIE 8GB,16187,,,
Corsair CMK8GX4M2A2400C14 4GB,16187,,,
G Skill Intl F4-4133C19-4GTZ 4GB,16187,,,
Corsair CMWX16GC3000C16W4D 16GB,16187,,,
Crucial Technology CT8G4SFS8266.C8FN 8GB,16186,,,
Corsair CMK16GX4M2Z2666C16 8GB,16185,,,
Crucial Technology BLS4G4D26BFSC.8FBR2 4GB,16184,,,
G Skill Intl F4-2400C17-8GSXF 8GB,16184,,,
Kingston 9905744-062.A00G 32GB,16183,,,
Crucial Technology CT8G4DFS8266.M8FD 8GB,16183,,,
Crucial Technology BL8G24C16U4B.8FB 8GB,16182,,,
Samsung M378A5244BB0-CRC 4GB,16181,,,
Kingston 9905734-061.A00G 32GB,16179,,,
ATP Electronics Inc. X4C16QE8BNTDSO-7-TO1 16GB,16178,,,
Kingston XRGM6C-MIE 16GB,16177,,,
G Skill Intl F4-2666C18-8GRS 8GB,16177,,,
Mushkin MR[A/B]4U320LLLM8G 8GB,16175,,,
Ramaxel Technology RMSA3330MJ78HBF-3200 16GB,16175,,,
Avant Technology W641GU67J5213N8 8GB,16174,,,
"PNY Technologies, Inc. 16GU1X16LIII43-12-K 16GB",16172,,,
Essencore Limited IM4AGU88N26-GIIHMB 16GB,16169,,,
Team Group Inc. TEAMGROUP-UD4-2400 8GB,16169,,,
Micron Technology 4ATF51264HZ-3G2J1 4GB,16165,,,
Crucial Technology CT8G4SFS824A.M8FJ 8GB,16165,,,
G Skill Intl F4-2666C15-8GVK 8GB,16164,,,
Kingston HP24D4U7S8MH-8 8GB,16161,,,
Patriot Memory (PDP Systems) PSD48G266681 8GB,16161,,,
Hynix Semiconductor (Hyundai Electronics) HMA82GS6JJR8N-VK 16GB,16161,,,
Panram International Corporation D4N2666PS-8G 8GB,16160,,,
Kingston KHX2800C14D4/4GX 4GB,16158,,,
Crucial Technology CT8G4SFD824AC16FBD1 8GB,16157,,,
Corsair CMSX64GX4M4A2666C18 16GB,16157,,,
Crucial Technology CT8G4DFD824A.C16FBD2 8GB,16156,,,
G Skill Intl F4-3200C15-4GRKD 4GB,16155,,,
Kingston 9905795-002.A00G 8GB,16154,,,
G Skill Intl F4-2400C15-16GFT 16GB,16153,,,
Smart Modular SF4641G8CK8I8GKSBG 8GB,16153,,,
Mushkin MRA4S266GHHF16G 16GB,16153,,,
Essencore Limited IM48GS88N26-JJJHA0 8GB,16152,,,
Crucial Technology CT8G4DFD8213.M16FA 8GB,16151,,,
Corsair CMD32GX4M2B3466C16 16GB,16151,,,
Crucial Technology BLS8G4D240FSE.16FBR2 8GB,16151,,,
Corsair CM4X16GE2400Z16K4 16GB,16149,,,
Wilk Elektronik S.A. GR2400S464L17/16G 16GB,16147,,,
Crucial Technology CT16G4DFD8266.M16FJ 16GB,16146,,,
Avant Technology W642GU42J5213N 16GB,16146,,,
G Skill Intl F4-3400C16-16GVR 16GB,16145,,,
A-DATA Technology DDR4 2400 2OZ 8GB,16145,,,
Patriot Memory (PDP Systems) PSD416G24002 16GB,16145,,,
PCCOOLER PSD40830E16P1 8GB,16144,,,
Corsair CM4X16GE2400C16S4 16GB,16143,,,
Corsair CMV8GX4M1A2400C16 8GB,16143,,,
Ramaxel Technology RMSA3260NA78HAF-2666 8GB,16142,,,
Kingston KGTWW1-MIE 4GB,16140,,,
OM Nanotech Pvt.Ltd V1D4SF32GB2G82G83200 32GB,16137,,,
Kingston 99U5700-014.A00G 8GB,16135,,,
Crucial Technology CT8G4DFD8213.C16FAR2 8GB,16135,,,
Corsair CMSX32GX4M1A3200C22 32GB,16134,,,
Crucial Technology BLS4G4D240FSB.M8FBD 4GB,16131,,,
Kingston CBD24D4S7S8MB-4 4GB,16130,,,
Crucial Technology CT8G4DFD824A.C16FADP 8GB,16129,,,
Crucial Technology BLS8G4D240FSE.16FBD2 8GB,16129,,,
A-DATA Technology AO1E34RCTV2-BZWS 32GB,16127,,,
Samsung M378A1G43DB0-CPB 8GB,16127,,,
Micron Technology 16ATF2G64HZ-3G2E1 16GB,16125,,,
Micron Technology 18ASF2G72AZ-2G6D1 16GB,16125,,,
Crucial Technology BLS4G4D240FSB.8FBD 4GB,16123,,,
Kingston 99U5702-020.A00G 8GB,16121,,,
Crucial Technology CT8G4DFS8266.C8FJ 8GB,16120,,,
Crucial Technology BLS4G4D26BFSC.8FBD2 4GB,16119,,,
Samsung M378A1G43EB1-CPB 8GB,16119,,,
Kingston 9905678-041.A00G 4GB,16119,,,
Kingston ACR26D4U9S8HJ-8 8GB,16118,,,
Micron Technology AFLD48EH1P 8GB,16114,,,
Teikon TMA41GU6AFR8N-TFSC 8GB,16114,,,
Corsair CM4X8GE2133C13K4 8GB,16114,,,
Micron Technology 8ATF1G64AZ-2G6H1 8GB,16114,,,
Gloway International Co. Ltd. TYA4U3000E16081C 8GB,16114,,,
G Skill Intl F4-2400C16-8GFX 8GB,16113,,,
SK Hynix HMA81GU6CJR8N-VK 8GB,16109,,,
Kingston 9905702-082.A00G 8GB,16107,,,
Team Group Inc. DDR4 3000 4GB,16105,,,
Kingston XJ69DF-MIE2 8GB,16105,,,
Corsair CMT64GX4M8C3200C16 8GB,16098,,,
Colorful Technology Ltd BA16G3600D4UP18 16GB,16097,,,
Ramaxel Technology RMSA3260KC78HAF-2666 8GB,16097,,,
Crucial Technology CT16G4DFD8266.C16FD1 16GB,16097,,,
SK Hynix GKE160SO102408-2400 16GB,16096,,,
Kingston 9905622-057.A00G 4GB,16095,,,
Kingston KHX2666C16S4/16G 16GB,16095,,,
Kingston XJ69DF-MIE 8GB,16095,,,
SK Hynix HMAA2GS6AJR8N-XN 16GB,16094,,,
Kingston ACR32D4S2S1ME-8 8GB,16093,,,
Crucial Technology CT8G4DFS824A.M8FE 8GB,16092,,,
Kingston 9905703-008.A00G 16GB,16091,,,
Crucial Technology BLS4G4D240FSE.8FBD2 4GB,16090,,,
V-Color Technology Inc. TN416G26D819-SB 16GB,16090,,,
Transcend Information JM2666HLG-8G 8GB,16087,,,
Crucial Technology BL4G24C16U4B.8FE 4GB,16087,,,
Kingston KHX2133C14S4/8G 8GB,16085,,,
Gowe Technology Co. Ltd. GMANB16G-26 16GB,16084,,,
Silicon Power Computer & Communications SP008GBLFU320B02 8GB,16082,,,
INTENSO 5641160 8GB,16081,,,
UMAX Technology 16GB,16081,,,
A-DATA Technology AM2P24HC8T1-BBFS 8GB,16081,,,
Kingston 9905701-098.A00G 16GB,16079,,,
Golden Empire CL16-16-16 D4-2800 8GB,16079,,,
Crucial Technology CT4G4DFS824A.C8FADP 4GB,16075,,,
Crucial Technology BLS16G4D240FSC.16FBD 16GB,16073,,,
A-DATA Technology AO1P26KCSV1-BC4S 16GB,16072,,,
Corsair CM4X32GE2666C18S2 32GB,16069,,,
Samsung M393A8G40AB2-CWE 64GB,16069,,,
AMD R7416G2133U2S 16GB,16069,,,
Crucial Technology CT16G4DFD824A.C16FAD 16GB,16068,,,
Apacer Technology GD2.1843BS.007 16GB,16067,,,
"PNY Technologies, Inc. M4U16S682LJJJ43-12 16GB",16066,,,
SanMax Technologies Inc. SMD4-U8G48MB-24RX 8GB,16061,,,
Kingston HP26D4U9S8ME-8X 8GB,16061,,,
Essencore Limited IM4AGU88A30-FGGHMB 16GB,16059,,,
Crucial Technology CT4G4DFS824A.C8FBR2 4GB,16059,,,
Kingston XN205T-MIE 16GB,16059,,,
Crucial Technology CT4G4DFS8213.8FA11?? 4GB,16058,,,
Gloway International Co. Ltd. TYA4U2666D19082C 8GB,16057,,,
Corsair CMSX16GX4M1A2400C16 16GB,16057,,,
Wilk Elektronik S.A. GY2400D464L15S/8G 8GB,16054,,,
Gold Key Technology Co Ltd GKE160SO102408-2666 16GB,16053,,,
Micron Technology AFLD48FH1P 8GB,16053,,,
Patriot Memory (PDP Systems) PSD48G21332S 8GB,16051,,,
Ramaxel Technology RMSA3260KE78HAF-3200 8GB,16051,,,
G Skill Intl F4-2800C14-16GVK 16GB,16050,,,
Corsair CMK32GX4M2A2400C14 16GB,16050,,,
Ramsta Ramsta-2666MHz-4G 4GB,16049,,,
Hong Kong Hyunion Electronics DDR4 3200 2OZ 16GB,16048,,,
Crucial Technology CT4G4DFS824A.C8FBD1 4GB,16048,,,
Kingston 9905665-009.A00G 4GB,16046,,,
Kingmax Semiconductor GLNH23F-18---------- 16GB,16046,,,
Corsair CMT64GX4M8X4000C19 8GB,16045,,,
A-DATA Technology AD4S320038G22-BHYD 8GB,16043,,,
Corsair CMK16GX4M2A2133C13 8GB,16042,,,
Super Talent F24SB8GH 8GB,16039,,,
Hynix Semiconductor (Hyundai Electronics) GKE160SO102408-2400 16GB,16036,,,
Super Talent F24UB16GV 16GB,16035,,,
Transcend Information JM3200HSE-16G 16GB,16035,,,
Corsair CMD64GX4M4A2400C14 16GB,16032,,,
Crucial Technology CT4G4DFS8266.C8FF 4GB,16031,,,
Kingston 9905678-014.A00G 4GB,16030,,,
Kingston 9905713-019.A00G 4GB,16028,,,
Teikon TMA81GU6AFR8N-UHSC 8GB,16028,,,
Kingmax Semiconductor GLLG42F-DA---------- 8GB,16027,,,
Corsair CMR32GX4M4A2666C16 8GB,16027,,,
Crucial Technology CT8G4DFD824A.C16FBR2 8GB,16025,,,
Crucial Technology BLS4G4D240FSA.8FADG 4GB,16024,,,
G Skill Intl F4-2666C15-4GVR 4GB,16024,,,
G Skill Intl F4-2400C15-16GTZRX 16GB,16023,,,
Patriot Memory (PDP Systems) PSD416G26662S 16GB,16023,,,
Crucial Technology CT8G4DFS824A.M8FH3 8GB,16023,,,
Panram International Corporation W4U2400PS-8GC17 8GB,16022,,,
A-DATA Technology AX4U3200716G16A-DRZ1 16GB,16021,,,
"PNY Technologies, Inc. 8GBF1X08LFHH35-12-K 8GB",16020,,,
Hynix Semiconductor (Hyundai Electronics) HMA81GU6AFR8N-UH 8GB,16019,,,
Micron Technology 8ATF1G64HZ-2G3E2 8GB,16019,,,
Kingston 9905700-070.A01G 16GB,16019,,,
Mushkin 99[2/7/4]199[F/T] 8GB,16018,,,
G Skill Intl F4-3000C15-4GRR 4GB,16015,,,
Crucial Technology CT16G4DFD8213.C16FAD 16GB,16015,,,
Kingston ACR26D4U9S8ME-8X 8GB,16015,,,
Hewlett-Packard 7TE41AA#ABC 8GB,16015,,,
Kingston KF2666C16S4/32G 32GB,16014,,,
Gold Key Technology Co Ltd GKE160UD102408-2400 16GB,16014,,,
Crucial Technology CT8G4SFD824A.C16FHP 8GB,16012,,,
Crucial Technology BLS8G4D26BFSC.16FE 8GB,16012,,,
Crucial Technology BLS8G4D240FSCK.8FD 8GB,16012,,,
Crucial Technology CT16G4DFD824A.C16FDR 16GB,16010,,,
Corsair CM4X8GF2666C18S2 8GB,16009,,,
Crucial Technology BLS4G4D26BFSE.8FB 4GB,16008,,,
Golden Empire CL16-18-18 D4-2666 8GB,16005,,,
Kingston 9965643-002.A00G 4GB,16004,,,
Kingston 99U5743-031.A00G 16GB,16003,,,
Crucial Technology CT8G4SFS632A 8GB,16002,,,
Crucial Technology BLS4G4D26BFSE.8FBD2 4GB,16000,,,
Crucial Technology CT8G4SFS824A.M8FH 8GB,16000,,,
Micron Technology 8ATF1G64HZ-2G6J1 8GB,15998,,,
Apacer Technology D22.23263S.002 16GB,15997,,,
SK Hynix GKE800UD102408-2133 8GB,15996,,,
Avexir Technologies Corporation DDR4-2400 CL16 8GB 8GB,15995,,,
Kingston 9905712-008.A00G 16GB,15992,,,
Gold Key Technology Co Ltd NMUD480E84-2666E 8GB,15991,,,
Crucial Technology CT8G4SFS8266.C8FE 8GB,15989,,,
G Skill Intl F4-2666C19-32GTZR 32GB,15989,,,
Avant Technology J644GU44J9266NF 32GB,15987,,,
Avant Technology J642GU42J7240N2 16GB,15986,,,
Samsung M471A2K43DB1-CTD 16GB,15984,,,
Kingston 9905713-044.A00G 8GB,15984,,,
Kingston KHX2133C14/8G 8GB,15983,,,
Corsair CMK64GX4M4A2133C13 16GB,15982,,,
Ramaxel Technology RMSA3260MD78HAF-2666 8GB,15982,,,
Hewlett-Packard 7EH99AA# 16GB,15981,,,
SK Hynix HMA81GU6DJR8N-VK 8GB,15980,,,
Crucial Technology CT8G4SFS8266.C8FJ 8GB,15979,,,
Kingston 9905703-009.A00G 16GB,15978,,,
Transcend Information JM2666HSG-8G 8GB,15977,,,
Crucial Technology CT16G4SFD8266.M16FE 16GB,15975,,,
INTENSO M418039 8GB,15974,,,
Corsair CM4B8G2J2133A15S 8GB,15974,,,
Micron Technology 16ATF1G64AZ-2G3A2 8GB,15972,,,
SK Hynix HMA81G6CJR8N-VK 8GB,15972,,,
Crucial Technology CT8G4DFS8266.M8FJ 8GB,15971,,,
Smart Modular SF464128CK8I6GKSEG 4GB,15970,,,
Kingston 9905678-102.A00G 8GB,15969,,,
Micron Technology 16ATF2G64HZ-3G2J1 16GB,15969,,,
G Skill Intl F4-2666C19-8GRS 8GB,15968,,,
Kingston KHX3200C15/8G 8GB,15967,,,
Crucial Technology CT16G4DFD8266.M16FE 16GB,15966,,,
Apacer Technology GD2.1127WC.003 8GB,15966,,,
SK Hynix HMA82GU6AFR8N-UH 16GB,15966,,,
G Skill Intl F4-2400C16-8GFXR 8GB,15964,,,
Kingmax Semiconductor GLAG43F-18---------- 8GB,15963,,,
G Skill Intl F4-2400C15-8GFT 8GB,15963,,,
Kingston 9905701-132.A00G 16GB,15963,,,
Golden Empire CL15-15-15 D4-2400 4GB,15962,,,
Micron Technology 8ATF1G64AZ-2G3H1 8GB,15961,,,
Corsair CMW64GX4M8A2666C16 8GB,15958,,,
Crucial Technology CT8G4DFD824A.C16FHP 8GB,15957,,,
Corsair CMK8GX4M2A2666C16 4GB,15954,,,
Patriot Memory (PDP Systems) 2800 C16 Series 8GB,15952,,,
Crucial Technology CT8G4DFRA32A.M8FJ 8GB,15950,,,
Kingston 9932291-002.A00G 4GB,15948,,,
Crucial Technology BLS4G4D240FSB.8FBD2 4GB,15947,,,
Crucial Technology BLS8G4S240FSDK.8FBD 8GB,15946,,,
Corsair CMK16GX4M2B2800C14 8GB,15945,,,
Crucial Technology CT32G4SFD8266.C16FB 32GB,15945,,,
Crucial Technology BLS16G4D240FSE.16FAD 16GB,15943,,,
G Skill Intl F4-2133C15-8GVR 8GB,15941,,,
Essencore Limited KD4AGS88C-26N1900 16GB,15940,,,
Heoriady M471A1K43BB1-CRC 16GB,15940,,,
Micron Technology MTA8ATF1G64AZ-3G2E1 8GB,15937,,,
G Skill Intl F4-2800C18-16GRS 16GB,15937,,,
HT Micron HTH5AN8G8NCJR-VKD 8GB,15935,,,
Kingston 9905625-011.A00G 8GB,15934,,,
G Skill Intl F4-2400C15-4GVR 4GB,15931,,,
Corsair CMV4GX4M1A2666C18 4GB,15931,,,
Apacer Technology 78.CAGP7.AZC0B 8GB,15930,,,
Kingston KF2666C16S4/16G 16GB,15930,,,
Kingston 9905743-034.A00G 8GB,15929,,,
Crucial Technology CT16G4DFD8213.C16FH1 16GB,15929,,,
Corsair CMK32GX4M4K4333C19 8GB,15929,,,
G Skill Intl F4-2133C15-8GNT 8GB,15929,,,
Corsair CMV16GX4M1A2133C15 16GB,15929,,,
Essencore Limited IM44GU48N26-FFFHM 4GB,15928,,,
G Skill Intl F4-3000C16-16GSXKB 16GB,15926,,,
Kingmax Semiconductor GSAF62F-D8---------- 4GB,15926,,,
Corsair CMK64GX4M4A2666C16 16GB,15926,,,
Kingston 9905678-028.A00G 8GB,15925,,,
Wilk Elektronik S.A. GR2666S464L19/16G 16GB,15925,,,
Kimtigo Semiconductor (HK) Limited Kimigo-8G-3200 8GB,15924,,,
Kingston ACR26D4S9D8ME-16 16GB,15924,,,
Mushkin MRA4S320GJJM32G 32GB,15923,,,
Corsair CM4X8GF2400C16K2 8GB,15923,,,
Avexir Technologies Corporation DDR4-2666 CL17 8GB 8GB,15919,,,
Micron Technology 8ATF1G64AZ-2G3E1 8GB,15918,,,
Micron Technology 16ATF2G64AZ-2G6J1 16GB,15916,,,
SK Hynix HMAA4GS6AJR8N-VK 32GB,15916,,,
Kingston HX432C16PB3/8 8GB,15916,,,
Avant Technology W6451U66J7240ND 4GB,15914,,,
Corsair CMK64GX4M4B3333C16 16GB,15910,,,
SK Hynix HMA851U6DJR6N-WM 4GB,15910,,,
G Skill Intl F4-2133C15-4GIS 4GB,15909,,,
SK Hynix HMA81GU6AFR8N-UH 8GB,15908,,,
Corsair CMD32GX4M4A2400C14 8GB,15908,,,
SK Hynix HMA82GS6DJR8N-XN 16GB,15908,,,
Kingston KCDT82-MIE 4GB,15907,,,
G Skill Intl F4-2133C15-4GRS 4GB,15906,,,
Kingston KHX2133C14D4/4G 4GB,15906,,,
Patriot Memory (PDP Systems) 2666 C18 Series 16GB,15904,,,
G Skill Intl F4-3466C16-8GTZ 8GB,15904,,,
Avant Technology J642GU44J9266NL 16GB,15904,,,
SK Hynix HMA82GU6MFR8N-TF 16GB,15904,,,
Samsung M378A2G43MX3-CTD 16GB,15901,,,
Kingston 99U5663-007.A00G 16GB,15900,,,
Micron Technology 16ATF4G64AZ-3G2E1 32GB,15899,,,
Corsair CMK16GX4M2E4000C19 8GB,15897,,,
Corsair CMW64GX4M8X3600C18 8GB,15896,,,
Crucial Technology CT4G4DFS824A.C8FF 4GB,15896,,,
Transcend Information JM2400HLB-8G 8GB,15896,,,
GIGA - BYTE Technology Co Ltd GP-GR26C16S8K2HU416 8GB,15895,,,
Crucial Technology CT4G4DFS824A.M8FB 4GB,15890,,,
G Skill Intl F4-2666C18-8GTZN 8GB,15888,,,
Kingston 9932301-P01.A00G 4GB,15886,,,
Kingston ACR24D4U7S8MB-8 8GB,15886,,,
A-DATA Technology AO2P26KC8T1-BWVS 8GB,15883,,,
Crucial Technology CT16G4DFD8266.C16FJ 16GB,15881,,,
Kingston X5H5PW-MIE 8GB,15881,,,
Kingston KP6FH5-MIE 32GB,15880,,,
Crucial Technology BLS4G4D26BFSB.8FB 4GB,15879,,,
Kingston 9905678-024.A00G 4GB,15879,,,
Micron Technology 8ATF51264AZ-2G1A2 4GB,15876,,,
Samsung M471A2K43CB1-CTD 16GB,15875,,,
AMD R7S416G2606U2K 8GB,15871,,,
Samsung M378A1K43BB1-CRC 8GB,15871,,,
Crucial Technology CT16G4SFD824A.M16FA 16GB,15871,,,
G Skill Intl F4-2666C18-16GRS 16GB,15869,,,
V-GEN D4S8GL32A8TS 8GB,15868,,,
ATP Electronics Inc. X4G16QA8BVWEMO-7-AD1 16GB,15868,,,
Samsung M471A4G43BB1-CWE 32GB,15867,,,
Kingston HP26D4U9S8HC-8X 8GB,15863,,,
G Skill Intl F4-2400C17-8GSXK 8GB,15861,,,
Kingston 9905700-047.A00G 16GB,15860,,,
G Skill Intl F4-2133C15-16GVR 16GB,15859,,,
Corsair CMK8GX4M1A2400C14 8GB,15857,,,
Crucial Technology BLS4G4D240FSA.8FARG 4GB,15856,,,
Transcend Information JM2666HLB-16G 16GB,15855,,,
G Skill Intl F4-3333C16-4GRRD 4GB,15855,,,
Essencore Limited IM44GU48N24-FFFHAB 4GB,15855,,,
Kingston HP32D4S2S1MR-4 4GB,15854,,,
Crucial Technology CT16G4DFRA266.C16FJ 16GB,15854,,,
Samsung M471A1K43CB1-CTD 8GB,15853,,,
Micron Technology 16ATF1G64AZ-2G1A2 8GB,15852,,,
Panram International Corporation PUD43000C164G2NJK 4GB,15851,,,
Shenzhen Micro Innovation Industry KF2666DDCD4 8GB,15849,,,
Corsair CMK32GX4M4A2133C13 8GB,15849,,,
Kingston CBD26D4U9S8ME-8 8GB,15847,,,
Samsung M391A2K43BB1-CPB 16GB,15846,,,
